Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
36001,101,93219,Serveis d’ingressos,10,10,11487.63,2013
36002,101,93219,Serveis d’ingressos,31857,31857,58045.89,2013
36002,501,93219,Serveis d’ingressos,10,10,0,2013
36002,502,93219,Serveis d’ingressos,10,10,0,2013
36002,601,93219,Serveis d’ingressos,10,10,0,2013
36002,602,93219,Serveis d’ingressos,10,10,0,2013
36002,603,93219,Serveis d’ingressos,10,10,0,2013
36002,604,93219,Serveis d’ingressos,10,10,0,2013
36002,605,93219,Serveis d’ingressos,10,10,0,2013
36002,606,93219,Serveis d’ingressos,10,10,0,2013
36002,607,93219,Serveis d’ingressos,10,10,0,2013
36002,608,93219,Serveis d’ingressos,10,10,0,2013
36002,609,93219,Serveis d’ingressos,10,10,0,2013
36002,610,93219,Serveis d’ingressos,10,10,0,2013
36003,703,93219,Serveis d’ingressos,10,10,0,2013
36100,101,93219,Serveis d’ingressos,10,10,206729.12,2013
36200,101,93219,Serveis d’ingressos,7982,7982,2021.8,2013
36300,101,93219,Serveis d’ingressos,10,10,0,2013
36300,502,93219,Serveis d’ingressos,10,10,0,2013
36300,601,93219,Serveis d’ingressos,10,10,0,2013
36300,602,93219,Serveis d’ingressos,10,10,0,2013
36300,603,93219,Serveis d’ingressos,10,10,0,2013
36300,604,93219,Serveis d’ingressos,10,10,0,2013
36300,605,93219,Serveis d’ingressos,10,10,0,2013
36300,606,93219,Serveis d’ingressos,10,10,0,2013
36300,607,93219,Serveis d’ingressos,10,10,0,2013
36300,608,93219,Serveis d’ingressos,10,10,0,2013
36300,609,93219,Serveis d’ingressos,10,10,0,2013
36300,610,93219,Serveis d’ingressos,10,10,0,2013
36401,101,93219,Serveis d’ingressos,40630,40630,54300.38,2013
36500,502,93219,Serveis d’ingressos,7700000,7700000,7652196.94,2013
38901,703,93219,Serveis d’ingressos,10,10,0,2013
38902,703,93219,Serveis d’ingressos,10,10,0,2013
38903,101,93219,Serveis d’ingressos,923000,923000,34213.94,2013
38903,201,93219,Serveis d’ingressos,0,0,49787.82,2013
38903,502,93219,Serveis d’ingressos,0,0,551.95,2013
38903,601,93219,Serveis d’ingressos,0,0,39751.77,2013
38903,602,93219,Serveis d’ingressos,0,0,14103.28,2013
38903,603,93219,Serveis d’ingressos,0,0,3508.02,2013
38903,604,93219,Serveis d’ingressos,0,0,1075.8,2013
38903,605,93219,Serveis d’ingressos,0,0,2816.21,2013
38903,606,93219,Serveis d’ingressos,0,0,2254.19,2013
38903,607,93219,Serveis d’ingressos,0,0,2541.97,2013
38903,608,93219,Serveis d’ingressos,0,0,4341.23,2013
38903,609,93219,Serveis d’ingressos,0,0,5100.89,2013
38903,610,93219,Serveis d’ingressos,0,0,8518.9,2013
38903,702,93219,Serveis d’ingressos,0,0,16114.95,2013
38903,703,93219,Serveis d’ingressos,10,10,453136.75,2013
38904,703,93219,Serveis d’ingressos,10,10,0,2013
38905,703,93219,Serveis d’ingressos,10,10,0,2013
38906,201,93219,Serveis d’ingressos,10,10,0,2013
38906,601,93219,Serveis d’ingressos,10,10,0,2013
38906,602,93219,Serveis d’ingressos,10,10,94184.03,2013
38906,603,93219,Serveis d’ingressos,10,10,0,2013
38906,604,93219,Serveis d’ingressos,10,10,0,2013
38906,605,93219,Serveis d’ingressos,10,10,34199.79,2013
38906,606,93219,Serveis d’ingressos,10,10,0,2013
38906,607,93219,Serveis d’ingressos,10,10,0,2013
38906,608,93219,Serveis d’ingressos,10,10,0,2013
38906,609,93219,Serveis d’ingressos,10,10,24093.51,2013
38906,610,93219,Serveis d’ingressos,10,10,0,2013
38907,101,93219,Serveis d’ingressos,10,10,79753.46,2013
38908,101,93219,Serveis d’ingressos,10,10,2913.01,2013
38908,702,93219,Serveis d’ingressos,10,10,0,2013
38909,703,93219,Serveis d’ingressos,10,10,307574.37,2013
38910,101,93219,Serveis d’ingressos,0,0,3,2013
38910,610,93219,Serveis d’ingressos,0,0,0,2013
39120,401,93219,Serveis d’ingressos,51665350,51665350,65300898.92,2013
39130,101,93219,Serveis d’ingressos,3326657,3326657,16536879.73,2013
39130,401,93219,Serveis d’ingressos,10,10,3107.04,2013
39130,502,93219,Serveis d’ingressos,150000,150000,6558489.65,2013
39130,601,93219,Serveis d’ingressos,10,10,2665717.22,2013
39130,602,93219,Serveis d’ingressos,10,10,1239563.43,2013
39130,603,93219,Serveis d’ingressos,10,10,603572.63,2013
39130,604,93219,Serveis d’ingressos,10,10,189316,2013
39130,605,93219,Serveis d’ingressos,10,10,562845.91,2013
39130,606,93219,Serveis d’ingressos,10,10,284471.24,2013
39130,607,93219,Serveis d’ingressos,10,10,372285.24,2013
39130,608,93219,Serveis d’ingressos,10,10,389284.36,2013
39130,609,93219,Serveis d’ingressos,10,10,599979.97,2013
39130,610,93219,Serveis d’ingressos,10,10,373802.08,2013
39130,703,93219,Serveis d’ingressos,10,10,710916.19,2013
39140,101,93219,Serveis d’ingressos,1947318,1947318,187624.66,2013
39140,703,93219,Serveis d’ingressos,10,10,3337867.89,2013
39191,101,93219,Serveis d’ingressos,10,10,0,2013
39191,201,93219,Serveis d’ingressos,10,10,0,2013
39191,401,93219,Serveis d’ingressos,10,10,0,2013
39191,501,93219,Serveis d’ingressos,10,10,0,2013
39191,502,93219,Serveis d’ingressos,10,10,6153.14,2013
39191,601,93219,Serveis d’ingressos,10,10,0,2013
39191,602,93219,Serveis d’ingressos,10,10,0,2013
39191,603,93219,Serveis d’ingressos,10,10,0,2013
39191,604,93219,Serveis d’ingressos,10,10,0,2013
39191,605,93219,Serveis d’ingressos,10,10,0,2013
